"球员","所属球队","出场.替补.","出场时间","进球.点.","分钟.球","射门","射正","入球转化率","被侵犯","越位","最佳","生日","惯用脚","国籍","合同截止期","位置","铲断","拦截","解围","偷球","封堵","头球","犯规","总传球","传球成功率","关键传球","助攻","分钟.助攻","长传","直塞","带球摆脱","联赛","名次","身价"
"洛佩斯","瓦拉多利德","3",270,"0",0,2,0,"0%",3,0,0,"1994-04-18","左脚","西班牙","2020-06-30","后卫",7,2,9,1,1,3,4,75,0.707,3,0,0,10,0,2,"西甲",NA,27
"E.乌奴","瓦拉多利德","33(9)",2152,"6(3)",717.3,52,16,"5.8%",39,17,0,"1997-05-10","右脚","土耳其","2019-06-30","中场",15,3,16,37,4,99,42,522,0.697,19,3,717.3,23,2,16,"西甲",NA,720
"托妮.维拉","瓦拉多利德","26(5)",1788,"2",894,36,14,"5.6%",41,3,1,"1995-01-07","右脚","西班牙","2021-06-30","中场",52,12,6,59,1,3,28,548,0.777,23,2,894,31,0,53,"西甲",NA,72
"J·加西亚","瓦拉多利德","35",3150,"1",3150,17,6,"5.9%",37,6,2,"1989-03-07","左脚","西班牙","2019-06-30","后卫",108,47,81,13,11,30,29,1378,0.713,41,3,1050,294,4,13,"西甲",NA,72
"安努亚穆罕默德","瓦拉多利德","17(5)",1081,"1",1081,9,4,"11.1%",15,4,0,"1995-01-15",NA,"摩洛哥、西班牙","2021-06-30","中场",35,11,24,11,1,25,29,391,0.757,2,0,0,30,1,5,"西甲",NA,36
"J.莫雷诺","瓦拉多利德","12(3)",829,"1",829,7,2,"14.3%",8,0,1,"1996-05-31","左脚","西班牙","2023-06-30","中场",15,17,43,0,5,38,8,308,0.792,1,0,0,44,0,0,"西甲",NA,90
"J.路加奧","瓦拉多利德","26(1)",2106,"0",0,6,2,"0%",22,0,1,"1986-02-23","右脚","西班牙","2019-06-30","后卫",25,28,72,10,9,26,8,709,0.738,10,0,0,139,0,7,"西甲",NA,36
"科普","瓦拉多利德","17(11)",678,"0",0,16,5,"0%",7,3,0,"1990-02-01","右脚","克罗地亚","2019-06-30","前锋",5,2,2,6,3,14,6,165,0.673,10,0,0,4,0,1,"西甲",NA,225
"费尔南多.卡罗","瓦拉多利德","36(1)",3131,"1",3131,9,2,"11.1%",12,0,0,"1995-09-14","右脚","西班牙","2021-06-30","后卫",50,55,164,4,30,70,35,1447,0.836,5,0,0,228,0,10,"西甲",NA,54
"凯科","瓦拉多利德","26(6)",1544,"2",772,21,11,"9.5%",21,14,0,"1991-12-27","右脚","西班牙","2019-06-30","中场",42,12,8,21,1,10,32,420,0.71,14,1,1544,43,0,31,"西甲",NA,180
"埃尔韦","瓦拉多利德","6(2)",350,"0",0,7,2,"0%",8,0,0,"1993-03-08","右脚","西班牙","2019-06-30","中场",1,2,0,4,0,3,3,98,0.837,7,1,350,7,0,6,"西甲",NA,72
"基科.奥利瓦斯","瓦拉多利德","34",3012,"0",0,5,1,"0%",34,1,0,"1988-08-21","右脚","西班牙","2020-06-30","后卫",50,44,163,7,16,67,15,1318,0.881,5,0,0,154,1,19,"西甲",NA,90
"鲁本·阿尔卡拉斯","瓦拉多利德","34",2980,"3",993.3,52,11,"5.8%",108,1,2,"1991-05-01","右脚","西班牙","2022-06-30","中场",100,37,45,41,10,50,69,1709,0.838,21,2,1490,317,2,22,"西甲",NA,72
"博尔哈","瓦拉多利德","17(7)",836,"0",0,5,1,"0%",6,1,0,"1981-01-14","右脚","西班牙","2019-06-30","中场",17,15,24,2,2,39,17,378,0.783,1,0,0,63,0,0,"西甲",NA,9
"佩德雷诺","瓦拉多利德","33(3)",2697,"3",899,47,14,"6.4%",66,9,4,"1991-02-11","双脚","西班牙","2021-06-30","中场",64,22,18,37,3,37,68,769,0.766,30,4,674.2,56,1,24,"西甲",NA,72
"米歇尔","瓦拉多利德","35(8)",2552,"1",2552,21,5,"4.8%",22,4,1,"1988-07-29","右脚","西班牙","2019-06-30","中场",60,45,23,23,4,23,43,1597,0.845,55,2,1276,243,4,22,"西甲",NA,72
"佐迪卢比斯","瓦拉多利德","35",3150,"0",0,0,0,"0%",1,0,3,"1989-01-03","右脚","西班牙","2020-06-30","守门员",1,1,13,0,0,4,0,983,0.445,1,0,0,827,0,0,"西甲",NA,90
"安东尼托","瓦拉多利德","30(12)",1854,"2",927,8,2,"25%",12,4,0,"1987-12-24","右脚","西班牙","2019-06-30","后卫",35,21,23,19,7,13,29,651,0.77,23,1,1854,85,0,22,"西甲",NA,45
"波度纳多","韦斯卡","36(1)",3061,"2",1530.5,25,8,"8%",25,0,1,"1994-06-23","右脚","西班牙","2019-06-30","中场",43,29,24,37,3,21,46,1415,0.828,52,8,382.6,215,0,33,"西甲",168,180
"金泽克","沃尔夫斯堡","24(12)",1276,"6",212.7,36,14,"16.7%",14,4,3,"1991-04-13","右脚","德国","2022-06-30","前锋",9,4,18,24,2,26,14,327,0.596,11,2,638,25,1,12,"德甲",58,900
"R.斯特芬","沃尔夫斯堡","30(12)",1503,"5",300.6,27,8,"18.5%",29,3,0,"1991-11-03","左脚","瑞士","2021-06-30","中场",25,19,12,16,2,25,19,509,0.758,13,1,1503,42,0,18,"德甲",58,315
"佩尔云","沃尔夫斯堡","8(1)",675,"0",0,0,0,"0%",0,0,0,"1987-11-13","双脚","奥地利","2021-06-30","守门员",0,0,6,0,0,3,0,277,0.74,1,0,0,158,0,0,"德甲",58,72
"容","沃尔夫斯堡","1",57,"0",0,0,0,"0%",0,0,0,"1990-06-22","右脚","德国","2019-06-30","后卫",1,0,1,0,0,0,0,47,0.872,1,0,0,1,0,0,"德甲",58,45
"雷克斯贝凯","沃尔夫斯堡","24(11)",1143,"2",571.5,10,4,"20%",34,0,0,"1997-11-01","左脚","科索沃、德国","2020-06-30","中场",24,13,16,20,2,22,12,386,0.702,8,2,571.5,45,0,8,"德甲",58,18
"布鲁克斯","沃尔夫斯堡","29",2610,"3",870,17,6,"17.6%",12,0,1,"1993-01-28","左脚","美国、德国","2022-06-30","后卫",29,43,131,10,13,73,13,1729,0.858,4,2,1305,311,0,4,"德甲",58,900
"马利","沃尔夫斯堡","21(16)",688,"1(1)",0,8,4,"0%",7,2,0,"1992-02-24","右脚","土耳其、德国","2021-06-30","中场",14,6,1,12,0,5,7,311,0.775,17,1,688,16,1,9,"德甲",58,810
"布雷卡洛","沃尔夫斯堡","25(10)",1415,"3",471.7,24,11,"12.5%",21,2,0,"1998-06-23","右脚","克罗地亚","2023-06-30","中场",15,12,5,26,1,7,16,553,0.727,21,3,471.7,62,2,32,"德甲",58,900
"卡马乔","沃尔夫斯堡","6",540,"0",0,7,3,"0%",12,1,1,"1990-05-04","右脚","西班牙","2021-06-30","中场",15,18,12,1,2,33,14,305,0.78,2,0,0,50,2,0,"德甲",58,900
"阿诺德","沃尔夫斯堡","33",2879,"2",1439.5,54,23,"3.7%",81,2,2,"1994-05-27","左脚","德国","2022-06-30","中场",47,38,44,29,10,30,45,1291,0.809,44,6,479.8,251,3,23,"德甲",58,900
"Y.杰哈特","沃尔夫斯堡","29(1)",2462,"2",1231,35,7,"5.7%",41,5,1,"1994-03-13","左脚","德国","2021-06-30","中场",53,29,30,34,8,21,28,940,0.783,26,2,1231,67,2,13,"德甲",58,450
"费利克斯","沃尔夫斯堡","8(6)",235,"0",0,1,0,"0%",5,0,0,"1997-09-09","左脚","德国、尼日利亚","2022-06-30","后卫",13,5,7,1,2,7,8,119,0.824,0,0,0,20,0,3,"德甲",58,720
"G.莱列尔","沃尔夫斯堡","2(1)",93,"0",0,0,0,"0%",3,0,0,"1999-01-05","左脚","德国","2021-06-30","后卫",3,1,1,2,0,3,1,44,0.886,0,0,0,5,0,3,"德甲",58,180
"克诺奇","沃尔夫斯堡","31",2790,"3",930,14,5,"21.4%",17,0,1,"1992-05-22","右脚","德国","2020-06-30","后卫",26,47,132,5,29,82,13,2035,0.857,2,0,0,336,1,6,"德甲",58,315
"克劳斯","沃尔夫斯堡","13(8)",433,"1",433,15,5,"6.7%",11,2,0,"1992-09-13","右脚","德国","2022-06-30","中场",11,4,0,4,0,6,7,120,0.783,4,0,0,5,0,2,"德甲",58,405
"韦格霍斯特","沃尔夫斯堡","34(1)",2931,"17(4)",225.5,72,35,"18.1%",38,29,3,"1992-08-07","右脚","荷兰","2022-06-30","前锋",30,8,32,48,3,112,37,795,0.702,36,7,418.7,28,2,13,"德甲",58,900
"梅赫梅迪","沃尔夫斯堡","26(6)",1699,"6",283.2,36,13,"16.7%",38,17,0,"1991-03-16","右脚","瑞士、马其顿","2022-06-30","前锋",45,14,5,31,0,29,28,681,0.75,34,5,339.8,44,4,12,"德甲",58,450
"鲁西隆","沃尔夫斯堡","28",2466,"3",822,20,10,"15%",40,0,2,"1993-01-06","左脚","法国、瓜德罗普","2022-06-30","后卫",41,33,35,37,7,25,20,1025,0.771,31,4,616.5,129,1,49,"德甲",58,720
"F.威廉士","沃尔夫斯堡","31(1)",2676,"2",1338,25,7,"8%",19,0,2,"1995-04-03","右脚","巴西","2022-06-30","后卫",83,82,113,23,2,47,37,1345,0.742,39,1,2676,241,0,25,"德甲",58,360
"内尔沃古","沃尔夫斯堡","18",1570,"2",785,7,5,"28.6%",8,0,1,"1990-09-19","右脚","法国、几内亚","2020-06-30","中场",30,47,52,8,8,25,24,785,0.81,8,1,1570,91,2,6,"德甲",58,630
"迪沙拿德","沃尔夫斯堡","10",888,"1",888,10,2,"10%",6,0,1,"1993-01-10","右脚","刚果民主共和国、法国","2022-06-30","后卫",14,24,41,3,4,29,12,553,0.79,1,0,0,115,0,4,"德甲",58,675
"卡斯蒂尔斯","沃尔夫斯堡","26",2295,"0",0,0,0,"0%",2,0,1,"1992-06-25","左脚","比利时","2021-06-30","守门员",1,0,24,0,0,11,0,1035,0.772,0,0,0,491,0,0,"德甲",58,540
"亚当·马西纳","沃特福德","13(2)",1003,"0",0,3,0,"0%",10,1,0,"1994-01-02","左脚","意大利、摩洛哥","2023-06-30","后卫",29,15,36,2,4,23,17,436,0.81,3,1,1003,52,0,8,"英超",159,630
"K.西曼","沃特福德","16(7)",776,"1",776,12,4,"8.3%",9,1,0,"1993-09-30","左脚","瑞典、刚果民主共和国","2023-06-30","中场",15,8,3,27,0,19,13,235,0.732,8,2,388,10,0,18,"英超",159,180
"S.伊萨克.费尔南德斯.维拉","沃特福德","28(19)",1037,"1",1037,28,9,"3.6%",47,12,0,"1996-01-07","右脚","尼日利亚","2021-06-30","中场",15,2,11,26,0,29,24,347,0.723,21,1,1037,15,2,13,"英超",159,180
"杜库雷","沃特福德","35(1)",3062,"5",612.4,50,17,"10%",13,2,0,"1993-01-01","右脚","法国、马里","2023-06-30","中场",70,32,51,43,8,42,36,1935,0.835,38,6,510.3,106,4,29,"英超",159,1350
"A.格雷","沃特福德","29(16)",1360,"7",194.3,35,17,"20%",9,16,0,"1991-06-26","右脚","英格兰、牙买加","2022-06-30","前锋",4,2,4,21,0,17,12,235,0.668,14,2,680,9,0,9,"英超",159,1350
"W.休斯","沃特福德","32(1)",2436,"2",1218,31,7,"6.5%",71,0,0,"1995-04-17","左脚","英格兰","2022-06-30","中场",74,24,22,56,6,22,54,961,0.768,29,4,609,44,2,23,"英超",159,900
"基科","沃特福德","29(7)",2045,"1",2045,6,2,"16.7%",14,3,0,"1991-02-02","右脚","西班牙","2021-06-30","后卫",50,38,65,11,6,15,12,919,0.836,12,1,2045,76,0,12,"英超",159,450
"查洛巴赫","沃特福德","7(4)",259,"0",0,2,1,"0%",3,0,0,"1994-12-12","右脚","英格兰、塞拉利昂","2022-06-30","中场",3,5,7,3,1,4,5,109,0.752,1,0,0,7,0,0,"英超",159,450
"马科斯纳瓦罗","沃特福德","1",84,"0",0,0,0,"0%",0,0,0,"1995-07-02","右脚","西班牙","2023-06-30","后卫",5,0,2,0,0,0,1,22,0.818,0,0,0,3,0,0,"英超",159,180
"本·福斯特","沃特福德","38",3420,"0",0,1,0,"0%",9,0,1,"1983-04-03","右脚","英格兰","2020-06-30","守门员",3,1,45,0,0,18,2,1150,0.456,5,0,0,999,0,0,"英超",159,270
"霍莱巴斯","沃特福德","28(1)",2436,"3",812,17,5,"17.6%",14,2,0,"1984-06-27","左脚","希腊、德国","2020-06-30","后卫",67,18,81,25,8,58,34,831,0.685,38,6,406,145,0,22,"英超",159,180
"R.佩雷拉","沃特福德","33",2824,"6",470.7,57,21,"10.5%",36,2,1,"1991-01-07","双脚","阿根廷","2021-06-30","中场",23,20,20,71,0,4,27,1117,0.833,34,1,2824,56,2,42,"英超",159,1170
"克莱弗利","沃特福德","12(8)",470,"1",470,4,2,"25%",4,1,0,"1989-08-12","右脚","英格兰","2022-06-30","中场",17,4,9,4,0,4,8,222,0.788,1,0,0,24,0,2,"英超",159,810
"迪尼","沃特福德","32(4)",2627,"9(1)",328.4,63,29,"12.7%",36,13,5,"1988-06-29","右脚","英格兰、牙买加","2021-06-30","前锋",24,8,28,34,4,202,42,824,0.61,42,5,525.4,38,7,7,"英超",159,900
"马里亚帕","沃特福德","23(3)",1921,"0",0,7,1,"0%",4,1,1,"1986-10-03","右脚","牙买加、英格兰","2020-06-30","后卫",36,25,115,7,15,60,19,878,0.83,5,0,0,143,0,1,"英超",159,135
"普罗多尔","沃特福德","1(1)",15,"0",0,0,0,"0%",0,0,0,"1987-06-21","右脚","奥地利","2021-06-30","后卫",0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,"英超",159,360
"卡巴塞莱","沃特福德","21(2)",1645,"0",0,8,2,"0%",14,0,1,"1991-02-24","右脚","比利时、刚果民主共和国","2021-06-30","后卫",25,37,104,1,16,60,22,550,0.738,1,0,0,109,0,0,"英超",159,630
"扬马特","沃特福德","18(1)",1523,"0",0,11,1,"0%",1,1,0,"1989-07-22","右脚","荷兰","2020-06-30","后卫",38,30,60,9,6,19,16,600,0.755,12,2,761.5,102,1,13,"英超",159,540
"卡斯卡特","沃特福德","36(1)",3098,"3",1032.7,13,5,"23.1%",8,0,1,"1989-02-06","右脚","北爱尔兰","2021-06-30","后卫",51,34,177,3,30,83,16,1279,0.815,1,0,0,226,0,3,"英超",159,315
"德乌罗费乌","沃特福德","30(4)",2088,"10",208.8,60,22,"16.7%",13,34,3,"1994-03-13","右脚","西班牙","2020-06-30","中场",10,15,4,65,0,3,14,714,0.782,30,5,417.6,25,7,48,"英超",159,1260
"卡普埃","沃特福德","33",2947,"1",2947,18,4,"5.6%",57,0,3,"1988-07-11","右脚","法国、瓜德罗普","2022-06-30","中场",86,86,92,19,13,71,46,1742,0.843,10,3,982.3,194,5,29,"英超",159,720
"保罗","乌迪内斯","36",3194,"9(3)",532.3,87,32,"6.9%",93,0,6,"1994-05-24","右脚","阿根廷、意大利","2021-06-30","中场",52,32,11,63,2,3,30,1553,0.763,96,9,354.9,259,13,76,"意甲",157,2250
"桑德罗","乌迪内斯","23(7)",1287,"0",0,13,2,"0%",22,2,0,"1989-03-15","右脚","巴西、葡萄牙","2021-06-30","中场",45,29,38,6,8,37,44,586,0.792,9,1,1287,46,0,7,"意甲",157,225
"德马约","乌迪内斯","22(3)",1674,"1",1674,13,2,"7.7%",5,1,0,"1987-03-05","右脚","法国、意大利","2022-06-30","后卫",17,13,121,1,22,45,16,632,0.793,5,1,1674,113,0,4,"意甲",157,90
"巴拉卡","乌迪内斯","8(4)",329,"0",0,4,0,"0%",3,0,0,"1994-12-03","左脚","捷克","2022-06-30","中场",9,2,2,8,0,4,4,171,0.848,2,0,0,9,0,2,"意甲",157,1260
"凯文.拉萨戈纳","乌迪内斯","36(10)",2449,"6",408.2,63,22,"9.5%",35,22,0,"1992-08-10","左脚","意大利","2023-06-30","前锋",6,8,31,26,2,83,31,440,0.702,19,2,1224.5,12,1,9,"意甲",157,675
"W.埃孔","乌迪内斯","35",3067,"0",0,7,0,"0%",7,1,0,"1993-09-01","右脚","尼日利亚、荷兰","2022-06-30","中场",33,40,186,6,41,97,26,1099,0.813,5,0,0,211,0,2,"意甲",157,270
"齐格拉尔","乌迪内斯","12(2)",982,"0",0,1,0,"0%",6,1,0,"1990-08-12","左脚","荷兰、苏利南共和国","2019-06-30","后卫",30,15,31,6,2,17,17,294,0.857,4,0,0,20,0,15,"意甲",157,270
"I.普賽托","乌迪内斯","33(9)",2139,"4",534.8,56,18,"7.1%",53,22,3,"1995-12-21","右脚","阿根廷、意大利","2023-06-30","前锋",61,27,31,47,3,91,50,620,0.69,23,4,534.8,31,0,46,"意甲",157,630
"德利桑德罗","乌迪内斯","21(6)",1422,"0",0,11,2,"0%",25,3,0,"1991-02-17","右脚","意大利","2020-06-30","中场",48,9,28,12,2,5,18,456,0.739,17,2,711,37,0,25,"意甲",157,180
"塞科福法纳","乌迪内斯","30",2555,"2",1277.5,58,12,"3.4%",28,0,0,"1995-05-07","双脚","法国、法国","2022-06-30","中场",23,29,16,45,7,14,29,1057,0.853,34,4,638.8,93,3,49,"意甲",157,1170
"梅素","乌迪内斯","29",2610,"0",0,0,0,"0%",5,0,5,"1994-05-06","右脚","阿根廷、意大利","2023-06-30","守门员",0,1,41,0,0,13,1,758,0.554,1,0,0,597,0,0,"意甲",157,900
"彼特霉","乌迪内斯","1(1)",2,"0",0,0,0,"0%",0,0,0,"1998-09-29","右脚","塞尔维亚","2018-06-30","前锋",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"意甲",157,117
"尼古拉斯.奥保古","乌迪内斯","11(2)",909,"0",0,5,0,"0%",4,0,0,"1997-11-08","双脚","加纳","2022-06-30","后卫",16,20,28,5,5,18,8,373,0.858,1,0,0,46,0,4,"意甲",157,63
"阿维斯特","乌迪内斯","13(1)",980,"0",0,3,1,"0%",6,0,0,"1997-05-20","右脚","荷兰","2022-06-30","后卫",25,10,19,5,2,9,4,375,0.731,9,1,980,28,0,4,"意甲",157,113
"本威莫特","乌迪内斯","5(3)",194,"0",0,1,0,"0%",2,0,0,"1999-11-04","右脚","英格兰","2023-06-30","中场",0,2,11,0,2,1,2,103,0.786,1,0,0,13,0,0,"意甲",157,90
"奧卡卡","乌迪内斯","16(5)",972,"6",162,16,8,"37.5%",29,6,1,"1989-08-09","右脚","意大利、尼日利亚","2021-06-30","前锋",13,0,16,44,2,54,38,226,0.712,17,1,972,8,1,23,"意甲",157,450
"纽丁克","乌迪内斯","27(3)",2130,"1",2130,5,1,"20%",4,0,0,"1990-05-04","左脚","荷兰","2021-06-30","后卫",48,28,115,2,25,35,23,863,0.819,5,0,0,155,0,2,"意甲",157,252
"赞斯拿臣","乌迪内斯","36",3236,"1",3236,15,6,"6.7%",13,3,0,"1991-02-21","双脚","丹麦","2021-06-30","后卫",44,24,84,24,7,29,14,1393,0.798,30,4,809,170,1,10,"意甲",157,180
"森梅山度士","乌迪内斯","21",1799,"2",899.5,9,3,"22.2%",24,2,0,"1994-12-05","左脚","巴西","2021-06-30","后卫",45,35,80,5,8,61,39,701,0.815,8,0,0,78,0,8,"意甲",157,495
"罗兰曼陀罗","乌迪内斯","35(2)",2954,"3",984.7,46,11,"6.5%",39,1,0,"1997-06-29","左脚","意大利","2023-06-30","中场",68,41,51,15,9,51,46,1112,0.845,28,2,1477,82,1,4,"意甲",157,1350
"斯万特","乌迪内斯","3(2)",96,"0",0,2,0,"0%",1,0,0,"1998-06-14","左脚","瑞典","2022-06-30","中场",1,0,4,0,0,0,1,34,0.618,0,0,0,6,0,1,"意甲",157,81
"贝赫拉米","乌迪内斯","19(2)",1368,"1",1368,9,2,"11.1%",34,0,0,"1985-04-19","右脚","瑞士、科索沃","2019-06-30","中场",66,18,25,20,11,25,46,452,0.823,6,0,0,25,0,5,"意甲",157,135
"哈尔弗雷德森","乌迪内斯","9(3)",528,"1",528,2,1,"50%",5,0,0,"1984-06-29","左脚","冰岛","2020-06-30","中场",9,4,7,6,1,1,10,206,0.854,5,0,0,18,0,1,"意甲",157,54
"迪奥度锡克","乌迪内斯","12(10)",381,"1",381,12,3,"8.3%",8,3,0,"1991-06-03","右脚","波兰","2022-06-30","前锋",1,1,4,12,2,18,20,69,0.652,1,0,0,6,2,3,"意甲",157,450
"D.莫雷诺","西班牙人","21",1820,"0",0,9,2,"0%",17,0,1,"1989-10-09","右脚","西班牙","2023-06-30","中场",26,31,63,2,12,56,19,1200,0.882,5,0,0,156,0,7,"西甲",34,1350
"洛佩兹","西班牙人","4(3)",109,"0",0,1,0,"0%",4,0,0,"1997-06-02","右脚","西班牙","2022-06-30","中场",3,3,1,2,0,0,1,74,0.919,0,0,0,5,0,1,"西甲",34,18
"D.洛佩斯","西班牙人","38",3420,"0",0,0,0,"0%",4,0,0,"1981-11-03","右脚","西班牙","2020-06-30","守门员",0,2,19,0,0,6,0,1061,0.661,1,0,0,622,0,1,"西甲",34,45
"帕波多","西班牙人","14(12)",336,"0",0,8,2,"0%",1,2,0,"1998-05-25","右脚","西班牙","2022-06-30","中场",2,5,2,9,1,9,4,88,0.693,4,0,0,2,0,4,"西甲",34,18
"拿度","西班牙人","16",1366,"1",1366,6,1,"16.7%",5,1,0,"1988-08-25","右脚","巴西、意大利","2020-06-30","后卫",19,30,109,2,13,38,13,601,0.815,2,1,1366,102,0,2,"西甲",34,90
"罗萨莱斯","西班牙人","21(1)",1755,"3",585,18,5,"16.7%",17,1,1,"1988-11-20","右脚","委内瑞拉","2019-06-30","后卫",47,21,60,13,7,50,33,916,0.77,12,1,1755,131,0,11,"西甲",34,225
"费里拉","西班牙人","8(7)",203,"1",203,3,1,"33.3%",4,2,0,"1991-03-14","右脚","阿根廷、意大利","2022-06-30","前锋",4,0,5,2,0,8,7,46,0.717,0,0,0,0,0,0,"西甲",34,810
"佩雷斯","西班牙人","19(9)",795,"1",795,15,6,"6.7%",15,6,0,"1989-02-25","右脚","巴拉圭、西班牙","2020-06-30","中场",14,4,12,16,2,15,20,221,0.733,14,2,397.5,16,3,19,"西甲",34,135
"J.盧比斯","西班牙人","23(2)",1949,"0",0,7,1,"0%",35,0,0,"1986-01-21","右脚","西班牙","2019-06-30","后卫",63,42,78,15,5,34,30,846,0.784,17,0,0,88,1,18,"西甲",34,90
"伊格莱西亚斯","西班牙人","37(2)",3083,"17(3)",220.2,88,38,"15.9%",51,45,4,"1993-01-17","右脚","西班牙","2022-06-30","中场",22,7,40,66,6,64,56,674,0.7,42,3,1027.7,26,5,23,"西甲",34,900
"桑切斯","西班牙人","23(10)",1253,"0",0,12,2,"0%",35,2,0,"1987-09-08","右脚","西班牙","2021-06-30","中场",44,24,23,15,2,23,47,526,0.819,8,2,626.5,46,1,6,"西甲",34,315
"迪达克","西班牙人","27",2358,"0",0,25,7,"0%",29,1,0,"1989-06-09","左脚","西班牙","2015-06-30","后卫",67,58,74,17,12,44,37,1108,0.733,20,2,1179,181,0,8,"西甲",34,176
"马克.罗","西班牙人","35",3123,"1",3123,22,9,"4.5%",29,0,1,"1996-11-26","左脚","西班牙","2022-06-30","中场",76,39,55,25,21,44,61,1948,0.871,23,2,1561.5,218,9,29,"西甲",34,135
"皮亚蒂","西班牙人","19(13)",728,"1",728,15,6,"6.7%",25,1,0,"1989-03-31","双脚","阿根廷、意大利","2020-06-30","中场",21,2,5,21,0,10,18,220,0.755,14,0,0,13,2,10,"西甲",34,540
"武磊","西班牙人","16(4)",1076,"3",358.7,30,8,"10%",11,12,1,"1991-11-19","右脚","中国","2020-12-31","中场",13,7,7,12,0,14,8,197,0.741,10,1,1076,9,0,8,"西甲",34,315
"格拉内罗","西班牙人","28(4)",2019,"3",673,29,7,"10.3%",41,0,2,"1987-07-02","右脚","西班牙","2020-06-30","中场",51,27,29,38,8,21,38,1111,0.86,27,1,2019,100,3,29,"西甲",34,135
"梅内多","西班牙人","32(10)",2004,"0",0,9,5,"0%",57,0,0,"1997-08-23","左脚","西班牙","2022-06-30","中场",17,13,6,32,1,11,11,867,0.856,33,5,400.8,32,9,34,"西甲",34,90
"S.达德尔","西班牙人","34(2)",2718,"4",679.5,55,16,"7.3%",30,1,3,"1993-12-22","右脚","西班牙","2023-06-30","中场",57,21,25,24,3,17,31,1227,0.803,37,2,1359,124,10,33,"西甲",34,720
"埃尔莫索","西班牙人","32(1)",2806,"3",935.3,26,10,"11.5%",28,2,3,"1995-06-18","左脚","西班牙","2020-06-30","后卫",40,41,169,5,25,71,23,1605,0.838,4,0,0,285,3,10,"西甲",34,1350
"弗雷德里克斯","西汉姆联","15(3)",1086,"1",1086,5,2,"20%",10,1,1,"1992-10-10","右脚","英格兰、圭亚那","2022-06-30","后卫",37,14,40,2,5,21,9,433,0.711,3,0,0,53,0,10,"英超",85,360
"桑切斯","西汉姆联","7(5)",240,"0",0,3,0,"0%",1,0,0,"1986-02-06","左脚","哥伦比亚","2020-06-30","中场",5,1,4,2,0,1,3,136,0.875,2,0,0,19,1,4,"英超",85,135
"法比安斯基","西汉姆联","38",3420,"0",0,0,0,"0%",6,0,2,"1985-04-18","右脚","波兰","2021-06-30","守门员",1,1,27,1,0,10,0,1070,0.499,2,0,0,860,0,2,"英超",85,450
"马苏库","西汉姆联","21(2)",1755,"0",0,4,1,"0%",5,0,1,"1993-11-07","左脚","刚果民主共和国、法国","2020-06-30","后卫",58,35,58,27,6,20,16,872,0.833,14,1,1755,108,1,33,"英超",85,630
"安东尼奥","西汉姆联","33(11)",2099,"6",349.8,64,25,"9.4%",44,10,1,"1990-03-28","右脚","英格兰、牙买加","2021-06-30","中场",23,18,18,62,3,78,34,666,0.682,23,4,524.8,60,4,60,"英超",85,1350
"F.安德森","西汉姆联","36",3053,"9",339.2,58,25,"15.5%",52,5,5,"1993-04-15","右脚","巴西","2022-06-30","中场",84,42,13,54,0,10,27,1662,0.761,64,4,763.2,148,17,76,"英超",85,3150
"克雷斯维尔","西汉姆联","20(2)",1590,"0",0,11,0,"0%",12,1,0,"1989-12-15","左脚","英格兰","2021-06-30","后卫",28,19,44,5,7,25,2,810,0.814,17,1,1590,73,0,5,"英超",85,1080
"佩里科","西汉姆联","24(12)",1120,"0",0,14,1,"0%",11,2,0,"1992-03-27","右脚","西班牙","2022-06-30","中场",40,14,13,5,8,14,13,534,0.801,5,1,1120,69,2,7,"英超",85,720
"诺贝尔","西汉姆联","31(2)",2360,"5(4)",2360,17,8,"5.9%",37,1,0,"1987-05-08","右脚","英格兰、爱尔兰","2020-06-30","中场",47,21,12,34,1,8,23,1492,0.853,21,5,472,186,7,13,"英超",85,630
"兰齐尼","西汉姆联","10(2)",689,"1",689,11,4,"9.1%",7,0,0,"1993-02-15","右脚","阿根廷、意大利","2020-06-30","中场",11,7,7,12,1,2,5,449,0.895,5,1,689,15,3,12,"英超",85,1800
"威尔谢尔","西汉姆联","8(4)",389,"0",0,1,1,"0%",12,0,0,"1992-01-01","左脚","英格兰","2021-06-30","中场",7,6,0,8,1,3,7,209,0.895,5,1,389,17,0,18,"英超",85,1800
"奥邦纳","西汉姆联","23(3)",1870,"1",1870,14,5,"7.1%",7,0,0,"1988-05-23","左脚","意大利、尼日利亚","2022-06-30","后卫",32,34,97,4,19,78,15,795,0.836,4,1,1870,97,1,2,"英超",85,810
"萨巴莱塔","西汉姆联","26(3)",2091,"0",0,7,1,"0%",29,1,0,"1985-01-16","右脚","阿根廷、西班牙","2019-06-30","后卫",45,48,85,13,16,48,17,856,0.77,7,1,2091,105,0,13,"英超",85,450
"法比安.巴布埃纳","西汉姆联","23",2014,"1",2014,19,2,"5.3%",5,0,1,"1991-08-23","右脚","巴拉圭","2021-06-30","后卫",40,53,169,2,15,70,19,829,0.789,3,0,0,129,0,1,"英超",85,1080
"I.迪奥普","西汉姆联","33",2970,"1",2970,12,5,"8.3%",16,3,1,"1997-01-09","右脚","法国、塞内加尔","2023-06-30","后卫",68,60,157,0,36,77,18,1132,0.859,4,0,0,97,0,4,"英超",85,1980
